2.445546e+01	3.914690e-01	7.700660e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.811757465409755	1.0	1.0	0.1185546	0.02336153383280536	1.0	1.0	0.0	2.0	6.9481532e-05	0.0	1.0	41.0	0.11848712	2.7696174e-06	0.0
2.462126e+01	3.947851e-01	7.765057e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.861757464146649	1.0	1.0	0.11955468	0.02355990470257685	1.0	1.0	0.0	2.0	7.0655595e-05	0.0	1.0	41.0	0.11948661	2.8166967e-06	0.0
2.477446e+01	3.978376e-01	7.828537e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.911757462883543	1.0	1.0	0.12055606	0.02375649284847358	1.0	1.0	0.0	2.0	7.1839539e-05	0.0	1.0	41.0	0.1204861	2.863989e-06	0.0
2.490606e+01	4.005157e-01	7.879077e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.961757461620437	1.0	1.0	0.12155613	0.02395147387222907	1.0	1.0	0.0	2.0	7.3033247e-05	0.0	1.0	41.0	0.12148558	2.9114485e-06	0.0
2.503706e+01	4.030486e-01	7.928395e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.01175746035733	1.0	1.0	0.12257195	0.02414904638081439	1.0	1.0	0.0	2.0	7.4236814e-05	0.0	1.0	41.0	0.12248507	2.9599955e-06	0.0
2.519786e+01	4.063533e-01	7.996990e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.06165745909675	1.0	1.0	0.1235465	0.02434463893288796	1.0	1.0	0.0	2.0	7.5447751e-05	0.0	1.0	41.0	0.12348279	3.0076951e-06	0.0
2.534726e+01	4.093446e-01	8.057989e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.11155745783617	1.0	1.0	0.12454347	0.02454251605430963	1.0	1.0	0.0	2.0	7.6668555e-05	0.0	1.0	41.0	0.12448405	3.05661e-06	0.0
2.548826e+01	4.121679e-01	8.109941e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.161557456573064	1.0	1.0	0.12555566	0.02473984290500765	1.0	1.0	0.0	2.0	7.7901612e-05	0.0	1.0	41.0	0.12548353	3.1062275e-06	0.0
2.565346e+01	4.154458e-01	8.174489e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.211557455309958	1.0	1.0	0.12654938	0.02493473672290775	1.0	1.0	0.0	2.0	7.9144491e-05	0.0	1.0	41.0	0.12648301	3.1554755e-06	0.0
2.581146e+01	4.186091e-01	8.233961e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.261557454046851	1.0	1.0	0.12754035	0.02513002158849742	1.0	1.0	0.0	2.0	8.0397127e-05	0.0	1.0	41.0	0.12748249	3.2050918e-06	0.0
2.596866e+01	4.217838e-01	8.297824e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.311557452783745	1.0	1.0	0.12854406	0.02532675722613936	1.0	1.0	0.0	2.0	8.1659593e-05	0.0	1.0	41.0	0.12848198	3.2556043e-06	0.0
2.612546e+01	4.248707e-01	8.357906e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.361557451520639	1.0	1.0	0.12955391	0.02552577574237219	1.0	1.0	0.0	2.0	8.293194e-05	0.0	1.0	41.0	0.12948146	3.3069641e-06	0.0
2.626466e+01	4.276825e-01	8.413637e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.411557450257533	1.0	1.0	0.13054296	0.02572147749554106	1.0	1.0	0.0	2.0	8.4214189e-05	0.0	1.0	41.0	0.13048095	3.3577578e-06	0.0
2.641946e+01	4.307694e-01	8.474141e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.461457448996953	1.0	1.0	0.13152458	0.02591719352734073	1.0	1.0	0.0	2.0	8.5503591e-05	0.0	1.0	41.0	0.13147955	3.4087479e-06	0.0
2.654506e+01	4.332259e-01	8.523153e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.511357447736373	1.0	1.0	0.13252978	0.02611317478672222	1.0	1.0	0.0	2.0	8.6802786e-05	0.0	1.0	41.0	0.13247994	3.4607733e-06	0.0
2.671546e+01	4.366452e-01	8.588427e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.561357446473266	1.0	1.0	0.13354899	0.02630976421965497	1.0	1.0	0.0	2.0	8.8114357e-05	0.0	1.0	41.0	0.1334794	3.5136425e-06	0.0
2.687146e+01	4.398734e-01	8.656297e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.61135744521016	1.0	1.0	0.1345406	0.02650326930624608	1.0	1.0	0.0	2.0	8.9435707e-05	0.0	1.0	41.0	0.1344789	3.5657658e-06	0.0
2.702606e+01	4.428533e-01	8.711685e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.661357443947054	1.0	1.0	0.1355235	0.02669983222235556	1.0	1.0	0.0	2.0	9.0766829e-05	0.0	1.0	41.0	0.13547838	3.6184547e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.711357442683948	1.0	1.0	0.13655648	0.02689700459423305	1.0	1.0	0.0	2.0	9.2107788e-05	0.0	1.0	41.0	0.13647786	3.6729602e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.761357441420841	1.0	1.0	0.13754724	0.02709235765333137	1.0	1.0	0.0	2.0	9.3458533e-05	0.0	1.0	41.0	0.13747735	3.726479e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.811357440157735	1.0	1.0	0.13854733	0.02728880377900266	1.0	1.0	0.0	2.0	9.4819123e-05	0.0	1.0	41.0	0.13847683	3.7807908e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.861257438897155	1.0	1.0	0.13954777	0.02748772759101781	1.0	1.0	0.0	2.0	9.6186835e-05	0.0	1.0	41.0	0.13947633	3.8358507e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.911157437636575	1.0	1.0	0.14054346	0.02768538262764059	1.0	1.0	0.0	2.0	9.756448e-05	0.0	1.0	41.0	0.14047581	3.8909993e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.961157436373469	1.0	1.0	0.14154059	0.02788076815367846	1.0	1.0	0.0	2.0	9.8954646e-05	0.0	1.0	41.0	0.14147529	3.9462602e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.011157435110363	1.0	1.0	0.14253984	0.02807831332622168	1.0	1.0	0.0	2.0	0.00010035465	0.0	1.0	41.0	0.14247479	4.0022783e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.061157433847256	1.0	1.0	0.14352424	0.02827466392665406	1.0	1.0	0.0	2.0	0.00010176448	0.0	1.0	41.0	0.14347427	4.0580999e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.11115743258415	1.0	1.0	0.14452092	0.02847048334121971	1.0	1.0	0.0	2.0	0.00010318417	0.0	1.0	41.0	0.14447375	4.1145804e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.161157431321044	1.0	1.0	0.14553589	0.02866917424749038	1.0	1.0	0.0	2.0	0.0001046137	0.0	1.0	41.0	0.14547324	4.1723938e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.211157430057938	1.0	1.0	0.14654894	0.02886433785574305	1.0	1.0	0.0	2.0	0.00010605307	0.0	1.0	41.0	0.14647271	4.230038e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.261057428797358	1.0	1.0	0.14755517	0.02906188855762026	1.0	1.0	0.0	2.0	0.00010749935	0.0	1.0	41.0	0.14747354	4.288232e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.310957427536778	1.0	1.0	0.14852639	0.02925762174116392	1.0	1.0	0.0	2.0	0.00010895548	0.0	1.0	41.0	0.1484717	4.3455289e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.360957426273671	1.0	1.0	0.14954072	0.02945670168156972	1.0	1.0	0.0	2.0	0.00011042438	0.0	1.0	41.0	0.14947118	4.4049766e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.410957425010565	1.0	1.0	0.15052532	0.02965178445016076	1.0	1.0	0.0	2.0	0.00011190314	0.0	1.0	41.0	0.15047066	4.4633443e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.460957423747459	1.0	1.0	0.15153135	0.02984680162949704	1.0	1.0	0.0	2.0	0.00011339164	0.0	1.0	41.0	0.15147015	4.5227262e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.510957422484353	1.0	1.0	0.15253443	0.03004254824136976	1.0	1.0	0.0	2.0	0.00011488989	0.0	1.0	41.0	0.15246964	4.5825227e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.560957421221246	1.0	1.0	0.15350565	0.03023757369481708	1.0	1.0	0.0	2.0	0.00011639792	0.0	1.0	41.0	0.15346913	4.6416385e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.61095741995814	1.0	1.0	0.15451869	0.03043141685581457	1.0	1.0	0.0	2.0	0.00011791569	0.0	1.0	41.0	0.1544686	4.7022227e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.660757418700086	1.0	1.0	0.1555192	0.03062827833685139	1.0	1.0	0.0	2.0	0.00011943715	0.0	1.0	41.0	0.15546809	4.7632852e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.71075741743698	1.0	1.0	0.15652205	0.03082469975817259	1.0	1.0	0.0	2.0	0.00012097453	0.0	1.0	41.0	0.15646757	4.8247452e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.760757416173874	1.0	1.0	0.15752745	0.03102222564457735	1.0	1.0	0.0	2.0	0.00012252173	0.0	1.0	41.0	0.15746705	4.8868519e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.810757414910768	1.0	1.0	0.15850696	0.03121853713808531	1.0	1.0	0.0	2.0	0.00012407878	0.0	1.0	41.0	0.15846655	4.9483556e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.860757413647661	1.0	1.0	0.15950622	0.03141648672883288	1.0	1.0	0.0	2.0	0.00012564572	0.0	1.0	41.0	0.15946604	5.0111248e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.910757412384555	1.0	1.0	0.16050884	0.03161219827813544	1.0	1.0	0.0	2.0	0.00012722249	0.0	1.0	41.0	0.16046554	5.0740373e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.960757411121449	1.0	1.0	0.1615068	0.0318085252246992	1.0	1.0	0.0	2.0	0.00012880903	0.0	1.0	41.0	0.161465	5.1372931e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.010657409860869	1.0	1.0	0.16250502	0.03200548563250633	1.0	1.0	0.0	2.0	0.0001304022	0.0	1.0	41.0	0.16246316	5.2010519e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.060557408600289	1.0	1.0	0.16351147	0.03220282544606123	1.0	1.0	0.0	2.0	0.00013200523	0.0	1.0	41.0	0.16346397	5.2655314e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.110557407337183	1.0	1.0	0.16452153	0.03239896912472665	1.0	1.0	0.0	2.0	0.00013362132	0.0	1.0	41.0	0.16446346	5.3303279e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.160557406074076	1.0	1.0	0.16551507	0.03259549554247654	1.0	1.0	0.0	2.0	0.00013524725	0.0	1.0	41.0	0.16546296	5.3950457e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.21055740481097	1.0	1.0	0.16651897	0.03279190583809943	1.0	1.0	0.0	2.0	0.000136883	0.0	1.0	41.0	0.16646242	5.4604743e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.260557403547864	1.0	1.0	0.16752565	0.03298854188027756	1.0	1.0	0.0	2.0	0.00013852856	0.0	1.0	41.0	0.16746192	5.5264268e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.310557402284758	1.0	1.0	0.16851173	0.03318660000459872	1.0	1.0	0.0	2.0	0.00014018401	0.0	1.0	41.0	0.16846141	5.5923315e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.360557401021651	1.0	1.0	0.16951796	0.03338423108302613	1.0	1.0	0.0	2.0	0.00014184932	0.0	1.0	41.0	0.16946091	5.6592271e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.410457399761071	1.0	1.0	0.17052239	0.03358068233339179	1.0	1.0	0.0	2.0	0.00014352112	0.0	1.0	41.0	0.17045993	5.7262582e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.460357398500491	1.0	1.0	0.1715156	0.03377672975572454	1.0	1.0	0.0	2.0	0.00014520269	0.0	1.0	41.0	0.17145985	5.7932361e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.510357397237385	1.0	1.0	0.17250086	0.03397265781165545	1.0	1.0	0.0	2.0	0.00014689748	0.0	1.0	41.0	0.17245935	5.8603127e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.560357395974279	1.0	1.0	0.17351621	0.03416755713556924	1.0	1.0	0.0	2.0	0.000148602	0.0	1.0	41.0	0.17345883	5.9286253e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.610357394711173	1.0	1.0	0.17451292	0.03436291103975631	1.0	1.0	0.0	2.0	0.00015031631	0.0	1.0	41.0	0.17445831	5.996772e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.660357393448066	1.0	1.0	0.1755234	0.03455944426564711	1.0	1.0	0.0	2.0	0.00015204037	0.0	1.0	41.0	0.17545778	6.0659913e-06	0.0
