2.880603e+01	5.900096e-01	1.163046e-01	1	6.103834e+01	4.390000e-06	6.122722e+01	0.000000e+00	6.122722e+01	-2.900000e-02	6.127412e+01	0.000000e+00	6.127412e+01	-1.900000e-02	6.132140e+01	1.040000e+03	6.132140e+01	9.921184e+02	6.108624e+01	1.610000e-03	6.113312e+01	2.550000e-02	6.118050e+01	1.270000e-03	8.510206e+01	3.307019e-12	8.517705e+01	1.021811e-14	8.525105e+01	2.093753e-11	8.543304e+01	4.671303e-10	8.550704e+01	1.012931e-10	8.558203e+01	7.100381e-12	8.565603e+01	5.184750e-13	
2.897823e+01	5.933334e-01	1.167356e-01	1	6.150877e+01	4.390000e-06	6.173035e+01	0.000000e+00	6.173035e+01	-2.900000e-02	6.177722e+01	0.000000e+00	6.177722e+01	-1.900000e-02	6.182509e+01	1.040000e+03	6.182509e+01	9.921451e+02	6.157265e+01	1.610000e-03	6.163560e+01	2.560000e-02	6.168248e+01	1.270000e-03	8.577202e+01	3.307708e-12	8.584702e+01	2.247743e-16	8.592101e+01	2.090418e-11	8.610300e+01	4.652968e-10	8.617700e+01	1.012788e-10	8.625200e+01	7.069334e-12	8.632599e+01	5.252548e-13	
2.913623e+01	5.961834e-01	1.173076e-01	1	6.201512e+01	4.390000e-06	6.220394e+01	0.000000e+00	6.220394e+01	-2.900000e-02	6.225188e+01	0.000000e+00	6.225188e+01	-1.900000e-02	6.229905e+01	1.040000e+03	6.229905e+01	9.921317e+02	6.206224e+01	1.610000e-03	6.210937e+01	2.560000e-02	6.215734e+01	1.270000e-03	8.644272e+01	3.337078e-12	8.651672e+01	8.460418e-15	8.659171e+01	2.084025e-11	8.677271e+01	4.612483e-10	8.684770e+01	1.007960e-10	8.692170e+01	7.046330e-12	8.699670e+01	5.244285e-13	
2.929243e+01	5.994841e-01	1.180628e-01	1	6.250315e+01	4.390000e-06	6.270605e+01	0.000000e+00	6.270605e+01	-2.900000e-02	6.275340e+01	0.000000e+00	6.275340e+01	-1.900000e-02	6.280042e+01	1.040000e+03	6.280042e+01	9.921184e+02	6.255023e+01	1.610000e-03	6.261173e+01	2.560000e-02	6.265918e+01	1.270000e-03	8.711107e+01	3.304642e-12	8.718506e+01	9.881962e-15	8.726006e+01	2.084822e-11	8.744104e+01	4.672177e-10	8.751604e+01	1.007295e-10	8.759003e+01	7.038227e-12	8.766503e+01	5.438969e-13	
2.943243e+01	6.022654e-01	1.186348e-01	1	6.298855e+01	4.390000e-06	6.317474e+01	0.000000e+00	6.317474e+01	-2.900000e-02	6.322106e+01	0.000000e+00	6.322106e+01	-1.900000e-02	6.325354e+01	1.040000e+03	6.325354e+01	9.921184e+02	6.303539e+01	1.610000e-03	6.308157e+01	2.560000e-02	6.312819e+01	1.270000e-03	8.777659e+01	3.315123e-12	8.785158e+01	1.117795e-15	8.792557e+01	2.081498e-11	8.810755e+01	4.657144e-10	8.818254e+01	1.010011e-10	8.825654e+01	7.019920e-12	8.833153e+01	5.290091e-13	
2.958863e+01	6.055968e-01	1.193366e-01	1	6.345690e+01	4.390000e-06	6.365853e+01	0.000000e+00	6.365853e+01	-2.900000e-02	6.370431e+01	0.000000e+00	6.370431e+01	-1.900000e-02	6.375158e+01	1.040000e+03	6.375158e+01	9.921317e+02	6.351928e+01	1.610000e-03	6.356554e+01	2.560000e-02	6.361235e+01	1.270000e-03	8.844652e+01	3.301819e-12	8.852151e+01	1.387930e-14	8.859550e+01	2.075338e-11	8.877748e+01	4.662224e-10	8.885147e+01	1.015331e-10	8.892647e+01	7.004267e-12	8.900046e+01	5.281626e-13	
2.974603e+01	6.085538e-01	1.199125e-01	1	6.394636e+01	4.390000e-06	6.416641e+01	0.000000e+00	6.416641e+01	-2.900000e-02	6.421640e+01	0.000000e+00	6.421640e+01	-2.000000e-02	6.427635e+01	1.040000e+03	6.427635e+01	9.921184e+02	6.400650e+01	1.610000e-03	6.406629e+01	2.560000e-02	6.410624e+01	1.270000e-03	8.911541e+01	3.301110e-12	8.919040e+01	4.341584e-16	8.926440e+01	2.076244e-11	8.944637e+01	4.650809e-10	8.952037e+01	1.019791e-10	8.959536e+01	7.025460e-12	8.966935e+01	5.106221e-13	
2.990203e+01	6.115795e-01	1.204388e-01	1	6.446636e+01	4.390000e-06	6.470729e+01	0.000000e+00	6.470729e+01	-2.900000e-02	6.475450e+01	0.000000e+00	6.475450e+01	-1.900000e-02	6.480070e+01	1.040000e+03	6.480070e+01	9.921317e+02	6.453625e+01	1.610000e-03	6.458619e+01	2.570000e-02	6.464596e+01	1.270000e-03	8.979100e+01	3.289686e-12	8.986500e+01	2.000288e-14	8.993999e+01	2.070529e-11	9.012099e+01	4.669232e-10	9.019598e+01	1.008968e-10	9.026998e+01	7.056836e-12	9.034497e+01	5.236914e-13	
3.007343e+01	6.152395e-01	1.212244e-01	1	6.500548e+01	4.390000e-06	6.519136e+01	0.000000e+00	6.519136e+01	-2.900000e-02	6.523960e+01	0.000000e+00	6.523960e+01	-1.900000e-02	6.530079e+01	1.040000e+03	6.530079e+01	9.921317e+02	6.505234e+01	1.610000e-03	6.509902e+01	2.570000e-02	6.514548e+01	1.270000e-03	9.046066e+01	3.297891e-12	9.053466e+01	4.657478e-17	9.060966e+01	2.069598e-11	9.079065e+01	4.669506e-10	9.086564e+01	1.013277e-10	9.093964e+01	7.000987e-12	9.101463e+01	5.109015e-13	
3.022863e+01	6.182156e-01	1.217774e-01	1	6.550282e+01	4.390000e-06	6.568921e+01	0.000000e+00	6.568921e+01	-2.900000e-02	6.573597e+01	0.000000e+00	6.573597e+01	-1.900000e-02	6.578302e+01	1.040000e+03	6.578302e+01	9.921317e+02	6.554879e+01	1.610000e-03	6.559549e+01	2.570000e-02	6.564236e+01	1.270000e-03	9.112963e+01	3.292367e-12	9.120462e+01	6.443524e-16	9.127862e+01	2.058605e-11	9.146061e+01	4.661909e-10	9.153560e+01	1.019106e-10	9.160960e+01	7.014951e-12	9.168460e+01	5.115009e-13	
3.038263e+01	6.212872e-01	1.222656e-01	1	6.596922e+01	4.390000e-06	6.615458e+01	0.000000e+00	6.615458e+01	-2.900000e-02	6.620170e+01	0.000000e+00	6.620170e+01	-1.900000e-02	6.624836e+01	1.040000e+03	6.624836e+01	9.921184e+02	6.601537e+01	1.610000e-03	6.606129e+01	2.570000e-02	6.610791e+01	1.270000e-03	9.179914e+01	3.287353e-12	9.187414e+01	1.988543e-15	9.194814e+01	2.068568e-11	9.213013e+01	4.651214e-10	9.220412e+01	1.014129e-10	9.227912e+01	7.043584e-12	9.235311e+01	5.117359e-13	
3.053963e+01	6.246873e-01	1.230436e-01	1	6.641985e+01	4.390000e-06	6.663826e+01	0.000000e+00	6.663826e+01	-2.900000e-02	6.668596e+01	0.000000e+00	6.668596e+01	-1.900000e-02	6.673319e+01	1.040000e+03	6.673319e+01	9.921184e+02	6.648245e+01	1.610000e-03	6.652914e+01	2.570000e-02	6.659195e+01	1.270000e-03	9.246566e+01	3.288702e-12	9.254065e+01	4.940983e-16	9.261464e+01	2.064933e-11	9.279662e+01	4.645835e-10	9.287062e+01	1.018302e-10	9.294561e+01	7.017052e-12	9.301960e+01	5.068151e-13	
3.069523e+01	6.274838e-01	1.235013e-01	1	6.691815e+01	4.390000e-06	6.712146e+01	0.000000e+00	6.712146e+01	-2.900000e-02	6.716772e+01	0.000000e+00	6.716772e+01	-2.000000e-02	6.721528e+01	1.040000e+03	6.721528e+01	9.921184e+02	6.696519e+01	1.610000e-03	6.701222e+01	2.570000e-02	6.707433e+01	1.270000e-03	9.313559e+01	3.277710e-12	9.320958e+01	3.320987e-17	9.328458e+01	2.052234e-11	9.346556e+01	4.650856e-10	9.354055e+01	1.020060e-10	9.361454e+01	7.028482e-12	9.368954e+01	5.124932e-13	
3.085223e+01	6.306586e-01	1.242068e-01	1	6.740174e+01	4.390000e-06	6.758994e+01	0.000000e+00	6.758994e+01	-2.900000e-02	6.763661e+01	0.000000e+00	6.763661e+01	-1.900000e-02	6.769832e+01	1.040000e+03	6.769832e+01	9.921051e+02	6.744921e+01	1.610000e-03	6.749619e+01	2.570000e-02	6.754318e+01	1.270000e-03	9.380471e+01	3.287491e-12	9.387870e+01	6.872824e-15	9.395370e+01	2.068744e-11	9.413468e+01	4.636579e-10	9.420967e+01	1.013714e-10	9.428366e+01	7.068913e-12	9.435865e+01	5.204434e-13	
3.100883e+01	6.339021e-01	1.248590e-01	1	6.788561e+01	4.390000e-06	6.807205e+01	0.000000e+00	6.807205e+01	-2.900000e-02	6.811856e+01	0.000000e+00	6.811856e+01	-1.900000e-02	6.816528e+01	1.040000e+03	6.816528e+01	9.921317e+02	6.793238e+01	1.610000e-03	6.797866e+01	2.580000e-02	6.802572e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.116663e+01	6.370463e-01	1.254806e-01	1	6.835273e+01	4.390000e-06	6.855765e+01	0.000000e+00	6.855765e+01	-2.900000e-02	6.860462e+01	0.000000e+00	6.860462e+01	-1.900000e-02	6.865184e+01	1.040000e+03	6.865184e+01	9.921451e+02	6.840026e+01	1.610000e-03	6.846419e+01	2.580000e-02	6.851082e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.132343e+01	6.402324e-01	1.260680e-01	1	6.884114e+01	4.390000e-06	6.902849e+01	0.000000e+00	6.902849e+01	-2.900000e-02	6.907640e+01	0.000000e+00	6.907640e+01	-1.900000e-02	6.913770e+01	1.040000e+03	6.913770e+01	9.921317e+02	6.888833e+01	1.610000e-03	6.893544e+01	2.580000e-02	6.898273e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.148563e+01	6.431819e-01	1.266705e-01	1	6.932572e+01	4.390000e-06	6.951353e+01	0.000000e+00	6.951353e+01	-2.900000e-02	6.956007e+01	0.000000e+00	6.956007e+01	-1.900000e-02	6.960662e+01	1.040000e+03	6.960662e+01	9.921317e+02	6.937230e+01	1.610000e-03	6.941923e+01	2.580000e-02	6.946567e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.167163e+01	6.473269e-01	1.276354e-01	1	6.979436e+01	4.390000e-06	7.001284e+01	0.000000e+00	7.001284e+01	-2.900000e-02	7.006052e+01	0.000000e+00	7.006052e+01	-2.000000e-02	7.010711e+01	1.040000e+03	7.010711e+01	9.921184e+02	6.985682e+01	1.610000e-03	6.991925e+01	2.580000e-02	6.996544e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.181503e+01	6.498217e-01	1.278795e-01	1	7.027721e+01	4.390000e-06	7.049709e+01	0.000000e+00	7.049709e+01	-2.900000e-02	7.054397e+01	0.000000e+00	7.054397e+01	-1.900000e-02	7.058982e+01	1.040000e+03	7.058982e+01	9.921317e+02	7.032457e+01	1.610000e-03	7.038634e+01	2.580000e-02	7.044922e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.198523e+01	6.533402e-01	1.286880e-01	1	7.077879e+01	4.390000e-06	7.096396e+01	0.000000e+00	7.096396e+01	-2.900000e-02	7.101165e+01	0.000000e+00	7.101165e+01	-2.000000e-02	7.107319e+01	1.040000e+03	7.107319e+01	9.921317e+02	7.082426e+01	1.610000e-03	7.087097e+01	2.590000e-02	7.091841e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.212503e+01	6.562170e-01	1.291343e-01	1	7.125915e+01	4.390000e-06	7.144716e+01	0.000000e+00	7.144716e+01	-2.900000e-02	7.149458e+01	0.000000e+00	7.149458e+01	-1.900000e-02	7.154077e+01	1.040000e+03	7.154077e+01	9.921184e+02	7.130563e+01	1.610000e-03	7.135339e+01	2.590000e-02	7.140028e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.228483e+01	6.590976e-01	1.298284e-01	1	7.172772e+01	4.390000e-06	7.191542e+01	0.000000e+00	7.191542e+01	-2.900000e-02	7.196190e+01	0.000000e+00	7.196190e+01	-2.000000e-02	7.200886e+01	1.040000e+03	7.200886e+01	9.921317e+02	7.177446e+01	1.610000e-03	7.182034e+01	2.590000e-02	7.186838e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.243443e+01	6.622456e-01	1.304042e-01	1	7.217988e+01	4.380000e-06	7.239858e+01	0.000000e+00	7.239858e+01	-2.900000e-02	7.244558e+01	0.000000e+00	7.244558e+01	-1.900000e-02	7.249274e+01	1.040000e+03	7.249274e+01	9.921451e+02	7.222676e+01	1.610000e-03	7.228913e+01	2.590000e-02	7.235299e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.259183e+01	6.655044e-01	1.310183e-01	1	7.267920e+01	4.390000e-06	7.286726e+01	0.000000e+00	7.286726e+01	-2.900000e-02	7.292981e+01	0.000000e+00	7.292981e+01	-2.000000e-02	7.297567e+01	1.040000e+03	7.297567e+01	9.921451e+02	7.272669e+01	1.610000e-03	7.277267e+01	2.590000e-02	7.282054e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.274983e+01	6.685263e-01	1.316628e-01	1	7.316438e+01	4.380000e-06	7.334932e+01	0.000000e+00	7.334932e+01	-2.900000e-02	7.339554e+01	0.000000e+00	7.339554e+01	-2.000000e-02	7.344253e+01	1.040000e+03	7.344253e+01	9.921584e+02	7.321097e+01	1.610000e-03	7.325682e+01	2.590000e-02	7.330371e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.290483e+01	6.719914e-01	1.322806e-01	1	7.364552e+01	4.380000e-06	7.385028e+01	0.000000e+00	7.385028e+01	-2.900000e-02	7.389808e+01	0.000000e+00	7.389808e+01	-2.000000e-02	7.394538e+01	1.040000e+03	7.394538e+01	9.921317e+02	7.370934e+01	1.610000e-03	7.375560e+01	2.590000e-02	7.380340e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.306043e+01	6.749026e-01	1.328565e-01	1	7.413328e+01	4.380000e-06	7.433768e+01	0.000000e+00	7.433768e+01	-2.900000e-02	7.438441e+01	0.000000e+00	7.438441e+01	-1.900000e-02	7.443187e+01	1.040000e+03	7.443187e+01	9.921317e+02	7.417971e+01	1.610000e-03	7.422691e+01	2.600000e-02	7.428955e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.321683e+01	6.779092e-01	1.334668e-01	1	7.462044e+01	4.380000e-06	7.480739e+01	0.000000e+00	7.480739e+01	-2.900000e-02	7.485448e+01	0.000000e+00	7.485448e+01	-1.900000e-02	7.490127e+01	1.040000e+03	7.490127e+01	9.921451e+02	7.466747e+01	1.610000e-03	7.471341e+01	2.600000e-02	7.475982e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.337223e+01	6.812291e-01	1.342257e-01	1	7.507461e+01	4.380000e-06	7.529541e+01	0.000000e+00	7.529541e+01	-2.900000e-02	7.534212e+01	0.000000e+00	7.534212e+01	-1.900000e-02	7.538889e+01	1.040000e+03	7.538889e+01	9.921584e+02	7.513615e+01	1.610000e-03	7.518419e+01	2.600000e-02	7.524826e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.352803e+01	6.842014e-01	1.346910e-01	1	7.557687e+01	4.380000e-06	7.576552e+01	0.000000e+00	7.576552e+01	-2.900000e-02	7.581267e+01	0.000000e+00	7.581267e+01	-2.000000e-02	7.585956e+01	1.040000e+03	7.585956e+01	9.921451e+02	7.562468e+01	1.610000e-03	7.567162e+01	2.600000e-02	7.571856e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.365463e+01	6.869521e-01	1.353279e-01	1	7.606177e+01	4.380000e-06	7.624837e+01	0.000000e+00	7.624837e+01	-2.900000e-02	7.629449e+01	0.000000e+00	7.629449e+01	-1.900000e-02	7.634187e+01	1.040000e+03	7.634187e+01	9.921317e+02	7.610878e+01	1.610000e-03	7.615562e+01	2.600000e-02	7.620117e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.380943e+01	6.899244e-01	1.359190e-01	1	7.651389e+01	4.380000e-06	7.673220e+01	0.000000e+00	7.673220e+01	-2.900000e-02	7.677829e+01	0.000000e+00	7.677829e+01	-2.000000e-02	7.682463e+01	1.040000e+03	7.682463e+01	9.921451e+02	7.657648e+01	1.610000e-03	7.663888e+01	2.610000e-02	7.668559e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.396563e+01	6.929883e-01	1.364034e-01	1	7.701234e+01	4.380000e-06	7.721439e+01	0.000000e+00	7.721439e+01	-2.900000e-02	7.726180e+01	0.000000e+00	7.726180e+01	-2.000000e-02	7.730882e+01	1.040000e+03	7.730882e+01	9.920917e+02	7.705896e+01	1.610000e-03	7.710552e+01	2.610000e-02	7.716747e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.413783e+01	6.967437e-01	1.373225e-01	1	7.749666e+01	4.380000e-06	7.768335e+01	0.000000e+00	7.768335e+01	-2.900000e-02	7.773021e+01	0.000000e+00	7.773021e+01	-2.000000e-02	7.777677e+01	1.040000e+03	7.777677e+01	9.921184e+02	7.754327e+01	1.610000e-03	7.759038e+01	2.610000e-02	7.763666e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.429523e+01	6.996319e-01	1.378374e-01	1	7.796373e+01	4.380000e-06	7.816847e+01	0.000000e+00	7.816847e+01	-2.900000e-02	7.821592e+01	0.000000e+00	7.821592e+01	-2.000000e-02	7.826183e+01	1.040000e+03	7.826183e+01	9.921184e+02	7.802802e+01	1.610000e-03	7.807468e+01	2.610000e-02	7.812153e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.445163e+01	7.026195e-01	1.383217e-01	1	7.843455e+01	4.380000e-06	7.862453e+01	0.000000e+00	7.862453e+01	-2.900000e-02	7.867146e+01	0.000000e+00	7.867146e+01	-1.900000e-02	7.871843e+01	1.040000e+03	7.871843e+01	9.921184e+02	7.848226e+01	1.610000e-03	7.853075e+01	2.610000e-02	7.857784e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.460963e+01	7.059432e-01	1.390006e-01	1	7.890693e+01	4.380000e-06	7.909343e+01	0.000000e+00	7.909343e+01	-2.900000e-02	7.914099e+01	0.000000e+00	7.914099e+01	-1.900000e-02	7.918783e+01	1.040000e+03	7.918783e+01	9.921051e+02	7.895346e+01	1.610000e-03	7.900033e+01	2.610000e-02	7.904683e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.475243e+01	7.089614e-01	1.397405e-01	1	7.937668e+01	4.380000e-06	7.958029e+01	0.000000e+00	7.958029e+01	-2.900000e-02	7.962780e+01	0.000000e+00	7.962780e+01	-1.900000e-02	7.967463e+01	1.040000e+03	7.967463e+01	9.921451e+02	7.943837e+01	1.610000e-03	7.948576e+01	2.610000e-02	7.953305e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.490603e+01	7.119412e-01	1.402553e-01	1	7.987837e+01	4.380000e-06	8.006578e+01	0.000000e+00	8.006578e+01	-2.900000e-02	8.011208e+01	0.000000e+00	8.011208e+01	-1.900000e-02	8.015919e+01	1.040000e+03	8.015919e+01	9.921184e+02	7.992572e+01	1.610000e-03	7.997196e+01	2.620000e-02	8.001840e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.504703e+01	7.146843e-01	1.407282e-01	1	8.034681e+01	4.380000e-06	8.053681e+01	0.000000e+00	8.053681e+01	-2.900000e-02	8.058404e+01	0.000000e+00	8.058404e+01	-1.900000e-02	8.063063e+01	1.040000e+03	8.063063e+01	9.921317e+02	8.039466e+01	1.610000e-03	8.044128e+01	2.620000e-02	8.048957e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.520303e+01	7.179316e-01	1.414948e-01	1	8.081778e+01	4.380000e-06	8.102046e+01	0.000000e+00	8.102046e+01	-2.900000e-02	8.106775e+01	0.000000e+00	8.106775e+01	-1.900000e-02	8.111361e+01	1.040000e+03	8.111361e+01	9.920784e+02	8.086471e+01	1.610000e-03	8.091185e+01	2.620000e-02	8.097366e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.534503e+01	7.206365e-01	1.419258e-01	1	8.131525e+01	4.380000e-06	8.150217e+01	0.000000e+00	8.150217e+01	-2.900000e-02	8.154888e+01	0.000000e+00	8.154888e+01	-1.900000e-02	8.159567e+01	1.040000e+03	8.159567e+01	9.921317e+02	8.136201e+01	1.610000e-03	8.140871e+01	2.620000e-02	8.145548e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.550323e+01	7.240901e-01	1.427991e-01	1	8.178227e+01	4.380000e-06	8.198098e+01	0.000000e+00	8.198098e+01	-2.900000e-02	8.202121e+01	0.000000e+00	8.202121e+01	-1.900000e-02	8.208109e+01	1.040000e+03	8.208109e+01	9.921451e+02	8.183069e+01	1.610000e-03	8.187859e+01	2.620000e-02	8.192560e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.564843e+01	7.266612e-01	1.431119e-01	1	8.226110e+01	4.380000e-06	8.248089e+01	0.000000e+00	8.248089e+01	-2.900000e-02	8.254083e+01	0.000000e+00	8.254083e+01	-1.900000e-02	8.258063e+01	1.040000e+03	8.258063e+01	9.920651e+02	8.232079e+01	1.610000e-03	8.238076e+01	2.620000e-02	8.242098e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.578003e+01	7.292514e-01	1.435314e-01	1	8.276084e+01	4.380000e-06	8.295973e+01	0.000000e+00	8.295973e+01	-2.900000e-02	8.302225e+01	0.000000e+00	8.302225e+01	-2.000000e-02	8.306925e+01	1.040000e+03	8.306925e+01	9.920117e+02	8.280072e+01	1.610000e-03	8.286538e+01	2.620000e-02	8.291298e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.593843e+01	7.325905e-01	1.442751e-01	1	8.325555e+01	4.380000e-06	8.344361e+01	0.000000e+00	8.344361e+01	-2.900000e-02	8.349019e+01	0.000000e+00	8.349019e+01	-1.900000e-02	8.353628e+01	1.040000e+03	8.353628e+01	9.919984e+02	8.330255e+01	1.610000e-03	8.335068e+01	2.630000e-02	8.339672e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.607823e+01	7.353450e-01	1.448205e-01	1	8.373946e+01	4.380000e-06	8.394467e+01	0.000000e+00	8.394467e+01	-2.900000e-02	8.399303e+01	0.000000e+00	8.399303e+01	-1.900000e-02	8.403890e+01	1.040000e+03	8.403890e+01	9.921717e+02	8.380294e+01	1.610000e-03	8.384974e+01	2.630000e-02	8.389666e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.622783e+01	7.382905e-01	1.453315e-01	1	8.422560e+01	4.380000e-06	8.441467e+01	0.000000e+00	8.441467e+01	-2.900000e-02	8.444639e+01	0.000000e+00	8.444639e+01	-1.900000e-02	8.449340e+01	1.040000e+03	8.449340e+01	9.920251e+02	8.427308e+01	1.610000e-03	8.432015e+01	2.630000e-02	8.436799e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.640803e+01	7.419428e-01	1.460599e-01	1	8.468163e+01	4.380000e-06	8.487045e+01	0.000000e+00	8.487045e+01	-2.900000e-02	8.491829e+01	0.000000e+00	8.491829e+01	-2.000000e-02	8.496575e+01	1.040000e+03	8.496575e+01	9.920251e+02	8.472943e+01	1.610000e-03	8.477670e+01	2.630000e-02	8.482351e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.656783e+01	7.452894e-01	1.468189e-01	1	8.515568e+01	4.380000e-06	8.535568e+01	0.000000e+00	8.535568e+01	-2.900000e-02	8.540247e+01	0.000000e+00	8.540247e+01	-1.900000e-02	8.545022e+01	1.040000e+03	8.545022e+01	9.919717e+02	8.520104e+01	1.610000e-03	8.524747e+01	2.630000e-02	8.530949e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.672503e+01	7.482159e-01	1.473223e-01	1	8.563893e+01	4.380000e-06	8.582568e+01	0.000000e+00	8.582568e+01	-2.900000e-02	8.587333e+01	0.000000e+00	8.587333e+01	-1.900000e-02	8.592063e+01	1.040000e+03	8.592063e+01	9.919984e+02	8.568559e+01	1.610000e-03	8.573195e+01	2.630000e-02	8.577906e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3.691283e+01	7.518414e-01	1.479707e-01	1	8.610801e+01	4.380000e-06	8.630997e+01	0.000000e+00	8.630997e+01	-2.900000e-02	8.635652e+01	0.000000e+00	8.635652e+01	-2.000000e-02	8.640338e+01	1.040000e+03	8.640338e+01	9.920251e+02	8.616990e+01	1.610000e-03	8.621696e+01	2.640000e-02	8.626350e+01	1.270000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
